iter	Logloss
116	0.2997401405
117	0.2997163247
118	0.2996937258
119	0.2996510875
120	0.2996134404
121	0.2995923004
122	0.2995756241
123	0.2995435517
124	0.2995142227
125	0.2994911257
126	0.2994694655
127	0.2994317703
128	0.2993971092
129	0.2993599541
130	0.2993316233
131	0.2993063615
132	0.2992711832
133	0.2992403842
134	0.2992203906
135	0.299197025
136	0.2991621325
137	0.2991330468
138	0.2991003739
139	0.299075519
140	0.299053863
141	0.2990199464
142	0.2989892144
143	0.2989713887
144	0.2989521524
145	0.29892669
146	0.2989022098
147	0.2988746255
148	0.2988564226
149	0.2988298673
150	0.2988063695
151	0.298786284
152	0.2987636988
153	0.2987391657
154	0.2987174507
155	0.2986940994
156	0.2986659313
157	0.2986405025
158	0.2986226907
159	0.2986034503
160	0.2985768711
161	0.2985515159
162	0.2985386086
163	0.2985074858
164	0.2984804023
165	0.2984610396
166	0.2984354164
167	0.298415753
168	0.2983921873
169	0.2983675845
170	0.2983446982
171	0.2983244822
172	0.2983037158
173	0.2982755258
174	0.2982566534
175	0.2982294083
176	0.2982084077
177	0.2981890275
178	0.2981662326
179	0.2981429361
180	0.298112545
181	0.2980780709
182	0.2980620006
183	0.2980404404
184	0.2980170659
185	0.2979953575
186	0.2979757713
187	0.297952908
188	0.2979368634
189	0.2979129018
190	0.2978948553
191	0.2978750021
192	0.2978534179
193	0.2978341987
194	0.297820539
195	0.297801765
196	0.297778158
197	0.2977553615
198	0.2977321451
199	0.2977129386
200	0.2976990006
201	0.2976744694
202	0.2976593111
203	0.2976394591
204	0.2976232598
205	0.297600316
206	0.2975841775
207	0.2975608774
208	0.2975400623
209	0.297521349
210	0.2975032038
211	0.2974871963
212	0.2974652867
213	0.2974518005
214	0.2974380349
215	0.297412464
216	0.297387962
217	0.2973732782
218	0.2973570158
219	0.2973359168
220	0.2973175747
221	0.2972921058
222	0.2972770108
223	0.2972607242
224	0.2972420941
225	0.2972247931
226	0.2972044842
227	0.2971909747
228	0.2971695803
229	0.2971520207
230	0.297133164
231	0.2971126613
232	0.2970952142
233	0.2970811523
234	0.297056919
235	0.2970400402
236	0.2970143484
237	0.2969917691
238	0.2969692153
239	0.2969440062
240	0.2969267076
241	0.2969140237
242	0.2968944728
243	0.2968731053
244	0.2968549925
245	0.296833998
246	0.2968096712
247	0.2967902638
248	0.2967688769
249	0.296755125
250	0.2967392417
251	0.2967228463
252	0.2967018521
253	0.2966860981
254	0.2966676777
255	0.2966493535
256	0.2966375414
257	0.2966260847
258	0.2966084158
259	0.2965902726
260	0.2965723253
261	0.2965518106
262	0.2965351522
263	0.2965107203
264	0.296497424
265	0.2964834947
266	0.2964648288
267	0.2964556214
268	0.2964397435
269	0.2964269415
270	0.2964038105
271	0.2963885372
272	0.29636871
273	0.2963521944
274	0.2963351573
275	0.2963151468
276	0.2962998794
277	0.2962884167
278	0.2962656116
279	0.2962508321
280	0.2962308607
281	0.2962161027
282	0.2962019601
283	0.2961836435
284	0.2961673652
285	0.2961471316
286	0.2961324662
287	0.2961101539
288	0.2960932296
289	0.2960777798
290	0.2960622663
291	0.2960369895
292	0.2960227774
293	0.29601
294	0.2959911235
295	0.2959785063
296	0.2959659791
297	0.2959502965
298	0.295939669
299	0.2959217698
300	0.2959055556
301	0.2958912839
302	0.2958707038
303	0.2958460728
304	0.2958287852
305	0.2958148503
306	0.2958011887
307	0.2957882258
308	0.2957686653
309	0.2957548428
310	0.2957445056
311	0.2957193502
312	0.2957056451
313	0.2956875319
314	0.2956700751
315	0.2956503892
316	0.2956328861
317	0.2956194896
318	0.29560239
319	0.2955878349
320	0.2955691536
321	0.295551542
322	0.2955342891
323	0.2955226529
324	0.2955076864
325	0.2954931749
326	0.2954783871
327	0.2954643211
328	0.2954492843
329	0.2954345315
330	0.2954226926
331	0.2954069013
332	0.2953896881
333	0.2953747133
334	0.2953562972
335	0.2953424745
336	0.2953321407
337	0.2953199747
338	0.2953025558
339	0.2952833754
340	0.2952660107
341	0.2952536107
342	0.295239231
343	0.2952234349
344	0.2952065753
345	0.2951898943
346	0.2951787011
347	0.2951603251
348	0.2951436217
349	0.2951290043
350	0.2951176607
351	0.2951030705
352	0.2950892396
353	0.2950733423
354	0.2950599548
355	0.2950482952
356	0.2950335354
357	0.2950165415
358	0.2950029163
359	0.2949868787
360	0.2949701502
361	0.2949563363
362	0.2949409907
363	0.2949240573
364	0.2949042429
365	0.2948883851
366	0.2948734545
367	0.2948581467
368	0.294843606
369	0.294827339
370	0.2948105423
371	0.2947983889
372	0.2947824977
373	0.2947654436
374	0.2947486932
375	0.2947343755
376	0.2947185569
377	0.2947048754
378	0.2946947481
379	0.2946848293
380	0.2946666868
381	0.2946531823
382	0.2946343999
383	0.2946174812
384	0.2946051765
385	0.2945848279
386	0.2945670018
387	0.2945473452
388	0.2945355044
389	0.2945188315
390	0.2945066266
391	0.2944947041
392	0.2944821484
393	0.2944658616
394	0.2944545571
395	0.2944426763
396	0.2944231785
397	0.2944077355
398	0.2943948501
399	0.294381211
400	0.2943709668
401	0.2943572411
402	0.2943438084
403	0.2943303759
404	0.2943203229
405	0.2943037449
406	0.294285362
407	0.294272026
408	0.2942585513
409	0.2942438364
410	0.2942263288
411	0.2942105564
412	0.2941959686
413	0.2941804528
414	0.2941613744
415	0.2941437913
416	0.2941258683
417	0.2941136954
418	0.2940954271
419	0.294075543
420	0.2940616038
421	0.2940484642
422	0.2940380529
423	0.2940233835
424	0.2939995707
425	0.2939849094
426	0.2939683728
427	0.2939529984
428	0.2939396782
429	0.2939313604
430	0.293914178
431	0.2938979801
432	0.2938875253
433	0.2938737825
434	0.2938567987
435	0.2938404249
436	0.2938280085
437	0.2938153243
438	0.2938022697
439	0.2937895695
440	0.2937762319
441	0.2937560607
442	0.2937422768
443	0.293726465
444	0.2937124614
445	0.2936984465
446	0.293688413
447	0.2936714123
448	0.2936609124
449	0.2936513716
450	0.2936405914
451	0.2936306481
452	0.2936190523
453	0.293606221
454	0.2935940817
455	0.2935817045
456	0.293562247
457	0.2935473015
458	0.2935313455
459	0.2935145233
460	0.2935066596
461	0.2934912396
462	0.2934773769
463	0.2934639358
464	0.2934484311
465	0.2934338638
466	0.293413068
467	0.2934000213
468	0.2933907018
469	0.2933781733
470	0.2933660085
471	0.293354534
472	0.2933399448
473	0.2933295453
474	0.2933134821
475	0.2932939454
476	0.293280949
477	0.2932655905
478	0.293256289
479	0.2932413652
480	0.2932241536
481	0.2932120058
482	0.2931991624
483	0.2931799336
484	0.2931647304
485	0.2931502776
486	0.2931316799
487	0.2931216861
488	0.2931062073
489	0.2930899807
490	0.2930758721
491	0.2930553277
492	0.2930411067
493	0.2930258563
494	0.2930127985
495	0.292996459
496	0.2929834367
497	0.2929652905
498	0.2929494863
499	0.2929407262
500	0.2929269932
501	0.2929145967
502	0.2929018632
503	0.2928872439
504	0.2928736991
505	0.2928576574
506	0.2928503936
507	0.2928379599
508	0.292828869
509	0.2928145897
510	0.2928036043
511	0.2927909748
512	0.292775488
513	0.2927678975
514	0.2927554592
515	0.2927402722
516	0.2927210419
517	0.2927050233
518	0.292691918
519	0.2926779417
520	0.2926663885
521	0.2926521629
522	0.2926298207
523	0.2926134171
524	0.2925971999
525	0.2925822817
526	0.2925744847
527	0.2925647855
528	0.2925439616
529	0.2925319558
530	0.2925171498
531	0.2925035547
532	0.2924916598
533	0.2924794991
534	0.292464798
535	0.2924520757
536	0.292441995
537	0.2924304838
538	0.2924205843
539	0.2924080101
540	0.2923944915
541	0.2923794395
542	0.2923650073
543	0.2923517427
544	0.2923318281
545	0.2923226229
546	0.292315678
547	0.292302283
548	0.2922909589
549	0.2922769653
550	0.2922643089
551	0.2922488388
552	0.2922297621
553	0.292217946
554	0.2922063387
555	0.292196826
556	0.2921836536
557	0.292174964
558	0.2921589477
559	0.292146311
560	0.2921348152
561	0.2921197992
562	0.2921094355
563	0.2920924735
564	0.2920792368
565	0.2920692515
566	0.2920600557
567	0.2920489408
568	0.2920346548
569	0.2920232402
570	0.2920120902
571	0.291998663
572	0.2919860082
573	0.2919709233
574	0.291956089
575	0.2919425206
576	0.2919312448
577	0.2919173994
578	0.2919026532
579	0.2918823788
580	0.2918723856
581	0.2918595762
582	0.2918447526
583	0.2918324204
584	0.2918244967
585	0.2918149414
586	0.2918006336
587	0.2917859803
588	0.2917714528
589	0.291756119
590	0.2917427622
591	0.2917297602
592	0.2917176257
593	0.2917063225
594	0.2916935021
595	0.2916831962
596	0.2916710017
597	0.2916614287
598	0.2916486848
599	0.2916407527
600	0.2916259654
601	0.2916115565
602	0.2915993711
603	0.2915856207
604	0.2915706112
605	0.2915634786
606	0.2915495571
607	0.2915319842
608	0.291520471
609	0.2915107085
610	0.2914970536
611	0.2914847527
612	0.2914757373
613	0.2914620708
614	0.2914517392
615	0.2914379899
616	0.2914226817
617	0.2914107219
618	0.2914024479
619	0.2913926863
620	0.2913753096
621	0.2913628548
622	0.2913536483
623	0.2913397257
624	0.2913279909
625	0.2913188639
626	0.2913092667
627	0.2912909981
628	0.2912788994
629	0.2912663336
630	0.2912498979
631	0.2912405636
632	0.2912268379
633	0.2912125457
634	0.2911992179
635	0.2911895956
636	0.2911746204
637	0.2911640187
638	0.2911486014
639	0.2911364109
640	0.2911196868
641	0.2911112262
642	0.2911001636
643	0.2910853313
644	0.2910686665
645	0.2910570879
646	0.291045194
647	0.2910350967
648	0.2910224796
649	0.2910130157
650	0.290992049
651	0.2909812669
652	0.2909681523
653	0.2909540221
654	0.2909431973
655	0.2909321163
656	0.290919628
657	0.2909080088
658	0.2908974033
659	0.2908855585
660	0.2908697912
661	0.290858314
662	0.290850676
663	0.2908349141
664	0.2908181168
665	0.2908092337
666	0.2907944338
667	0.2907822593
668	0.2907701635
669	0.2907616315
670	0.2907484435
671	0.290735673
672	0.2907237515
673	0.2907120577
674	0.290697506
675	0.2906796644
676	0.2906687975
677	0.2906533259
678	0.2906396528
679	0.2906261182
680	0.2906141212
681	0.2906024383
682	0.2905897241
683	0.290576606
684	0.2905675255
685	0.290557747
686	0.2905478084
687	0.2905380038
688	0.2905238698
689	0.2905099686
690	0.2904951604
691	0.2904831365
692	0.2904729216
693	0.2904601028
694	0.2904531899
695	0.2904424725
696	0.2904314334
697	0.2904208888
698	0.2904086746
699	0.2903938022
700	0.2903822571
701	0.2903688153
702	0.2903540583
703	0.2903368362
704	0.290322751
705	0.2903089299
706	0.2902972277
707	0.2902836385
708	0.2902734895
709	0.2902635516
710	0.2902534958
711	0.2902415031
712	0.2902286261
713	0.2902091834
714	0.2901909717
715	0.2901773869
716	0.2901645006
717	0.29015159
718	0.2901388298
719	0.2901257968
720	0.2901160437
721	0.290102534
722	0.290091022
723	0.2900801297
724	0.2900701871
725	0.2900548695
726	0.2900419043
727	0.2900316136
728	0.2900173606
729	0.2900061925
730	0.2899913765
731	0.2899793878
732	0.2899682097
733	0.2899562312
734	0.2899483674
735	0.2899383994
736	0.2899274572
737	0.2899224129
738	0.2899133021
739	0.2899017733
740	0.2898892522
741	0.2898754167
742	0.2898675781
743	0.2898585403
744	0.2898446734
745	0.2898334805
746	0.2898225291
747	0.289807378
748	0.289793021
749	0.2897790597
750	0.289764401
751	0.2897535563
752	0.2897442019
753	0.2897363304
754	0.2897235721
755	0.2897133838
756	0.2897027194
757	0.2896946137
758	0.2896864286
759	0.2896737555
760	0.2896645979
761	0.289653487
762	0.2896469928
763	0.2896384174
764	0.2896230694
765	0.2896090168
766	0.289599691
767	0.289585718
768	0.28957785
769	0.2895693517
770	0.2895553499
771	0.2895494585
772	0.2895362203
773	0.2895268367
774	0.2895114239
775	0.2894986453
776	0.2894849258
777	0.289474991
778	0.2894669036
779	0.2894543064
780	0.289442872
781	0.2894295843
782	0.2894146595
783	0.2894050478
784	0.289390925
785	0.2893821636
786	0.2893717896
787	0.2893595039
788	0.2893496355
789	0.2893363341
790	0.289325314
791	0.2893120835
792	0.2893032493
793	0.2892879158
794	0.2892733306
795	0.2892654181
796	0.2892558771
797	0.2892470807
798	0.2892385825
799	0.2892288002
800	0.2892162249
801	0.2892006645
802	0.2891915922
803	0.2891781348
804	0.2891687497
805	0.2891577556
806	0.2891399411
807	0.2891342519
808	0.2891274395
809	0.2891172259
810	0.2891061072
811	0.2890967409
812	0.2890840102
813	0.2890709449
814	0.2890593033
815	0.2890473365
816	0.2890384888
817	0.2890280242
818	0.2890149368
819	0.2890048757
820	0.2889940493
821	0.2889799294
822	0.2889645582
823	0.2889493094
824	0.2889428746
825	0.288933531
826	0.2889219445
827	0.2889097255
828	0.2889022637
829	0.2888938383
830	0.2888796793
831	0.2888679152
832	0.2888543981
833	0.2888431073
834	0.2888276569
835	0.2888158381
836	0.2888013488
837	0.2887924579
838	0.2887808059
839	0.2887690144
840	0.2887580213
841	0.2887465444
842	0.2887340168
843	0.2887201381
844	0.2887116089
845	0.2887015767
846	0.2886897489
847	0.2886741764
848	0.2886638118
849	0.288656078
850	0.2886485264
851	0.2886357246
852	0.2886271223
853	0.2886172439
854	0.2886105391
855	0.2886011719
856	0.2885904684
857	0.2885794745
858	0.2885663616
859	0.2885577337
860	0.2885492448
861	0.2885398438
862	0.2885285912
863	0.2885100998
864	0.2884969434
865	0.2884875707
866	0.2884759928
867	0.2884613273
868	0.2884484408
869	0.2884401558
870	0.288420475
871	0.2884082464
872	0.2884009006
873	0.2883886567
874	0.2883760763
875	0.2883656423
876	0.2883517479
877	0.2883398597
878	0.2883330013
879	0.2883243866
880	0.2883109113
881	0.2883027276
882	0.2882943017
883	0.2882836751
884	0.2882719561
885	0.2882623502
886	0.2882465985
887	0.2882332202
888	0.2882227018
889	0.2882120143
890	0.2882070592
891	0.2881957011
892	0.2881849122
893	0.2881747014
894	0.2881613592
895	0.2881507648
896	0.2881414218
897	0.2881345302
898	0.288125624
899	0.2881099432
900	0.2880958321
901	0.2880840442
902	0.2880734807
903	0.2880620009
904	0.2880477356
905	0.2880375227
906	0.2880287453
907	0.2880140609
908	0.2880051948
909	0.2879970616
910	0.2879842428
911	0.2879709723
912	0.2879602078
913	0.2879523189
914	0.2879431871
915	0.2879378491
916	0.287926784
917	0.2879155681
918	0.2879066342
919	0.2878931328
920	0.2878804956
921	0.2878667055
922	0.2878572731
923	0.2878484836
924	0.287836345
925	0.2878276885
926	0.2878146414
927	0.2878061275
928	0.2877951408
929	0.287785904
930	0.2877822304
931	0.287772588
932	0.2877626299
933	0.287752116
934	0.2877393109
935	0.2877200183
936	0.2877051756
937	0.2876959628
938	0.2876818736
939	0.2876718728
940	0.2876611778
941	0.2876516101
942	0.2876420895
943	0.2876283478
944	0.2876193693
945	0.2876068347
946	0.2875946771
947	0.2875871667
948	0.2875716292
949	0.2875579438
950	0.287546982
951	0.2875366688
952	0.2875289111
953	0.2875165932
954	0.2875104373
955	0.2874984167
956	0.2874839297
957	0.2874720148
958	0.287458604
959	0.2874487062
960	0.2874364281
961	0.2874263295
962	0.2874153259
963	0.2874026107
964	0.2873918044
965	0.2873866675
966	0.2873774417
967	0.287366554
968	0.2873555926
969	0.2873445976
970	0.28732826
971	0.2873166175
972	0.2873043631
973	0.2872929817
974	0.2872822738
975	0.2872704388
976	0.287260484
977	0.2872502874
978	0.2872365471
979	0.2872257679
980	0.2872177767
981	0.2872094268
982	0.2871985876
983	0.2871860102
984	0.2871715467
985	0.2871646397
986	0.2871523506
987	0.2871440681
988	0.2871334293
989	0.2871222931
990	0.2871062422
991	0.2870927818
992	0.2870829279
993	0.287073461
994	0.2870662389
995	0.2870541754
996	0.2870419072
997	0.2870285357
998	0.2870184876
999	0.2870075102
